Dependents,tenure,MultipleLines,OnlineSecurity,TechSupport,StreamingTV,PaperlessBilling,MonthlyCharges,Churn,ChargesPerTenure,TenureGroup,NumAddons,HasStreaming,IsLongTermContract,IsAutoPayment,InternetService_DSL,InternetService_Fiber optic,InternetService_No,Contract_Month-to-month,Contract_One year,Contract_Two year,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check
1,0.7162060656093164,0,0,0,0,0,-1.4841262359300234,0,-0.6209749158750464,3,0,0,1,1,0,0,1,0,0,1,0,0
0,-0.9135523854430948,0,1,0,0,1,0.5003282332334644,0,0.18025446609170231,0,2,0,0,0,0,1,0,1,0,0,0,0
0,-1.2802480369298874,0,0,1,0,0,-0.5234774225493735,0,2.1956927004054045,0,1,0,0,0,1,0,0,1,0,0,0,0
1,0.797693988161937,0,0,0,0,1,-1.4758161250876303,0,-0.6221646655662568,3,0,0,1,0,0,0,1,0,1,0,0,1
1,1.2866215234776603,1,1,1,1,1,1.5557123102173966,0,-0.4666791469096397,3,5,1,1,1,0,1,0,0,0,1,0,0
1,1.2051336009250397,1,0,0,0,1,-1.3478404181147754,0,-0.6221629175976499,3,0,0,1,1,0,0,1,0,0,1,0,0
1,-1.1987601143772668,0,1,1,0,1,-0.009912572489475751,0,1.2151662144210102,0,3,1,0,1,1,0,0,1,0,0,0,0
0,0.9606698332671781,1,1,0,1,0,1.5191478225108668,0,-0.4408033547709923,3,5,1,1,0,0,1,0,0,1,0,0,1
0,0.5532302205040753,0,0,0,0,0,-0.30409049631019386,0,-0.5288819406458369,2,1,1,1,1,1,0,0,0,1,0,1,0
1,-0.9950403079957154,0,1,0,0,0,-0.3373309396797665,0,0.04171206337024209,0,2,0,0,0,1,0,0,1,0,0,0,0
0,-0.09867315991688919,0,1,0,1,1,0.33080197204864403,0,-0.38562611412782083,2,4,1,0,0,1,0,0,1,0,0,0,1
1,0.512486259227765,1,0,0,0,1,-1.2929936865549807,0,-0.6013707550197989,2,0,0,1,1,0,0,1,0,1,0,1,0
1,-1.2802480369298874,0,0,0,1,1,0.48370801154867815,1,3.964142255484401,0,1,1,0,0,0,1,0,1,0,0,0,1
1,-0.8728084241667845,0,1,0,1,0,-0.47361675749501453,0,-0.17537209085150132,0,3,1,0,0,1,0,0,1,0,0,0,1
0,-1.0357842692720256,0,0,0,0,1,0.3440981493964733,1,0.4294318205183373,0,1,0,0,1,0,1,0,1,0,0,0,0
0,0.3902543753988342,0,0,1,1,1,1.2964368519347298,0,-0.38531524453316823,2,5,1,0,1,0,1,0,1,0,0,0,0
0,0.6754621043330061,0,0,0,0,1,-1.4841262359300234,0,-0.620052525179781,3,0,0,1,1,0,0,1,0,0,1,0,0
0,-0.9542963467194051,1,0,0,1,1,1.1468548567716528,0,0.49202793100751946,0,3,1,0,1,0,1,0,1,0,0,1,0
0,0.10504664646466222,0,1,0,1,1,-0.08802761440797156,0,-0.46557420889251744,2,2,1,1,1,1,0,0,0,1,0,0,0
1,0.6347181430566958,0,0,0,0,0,-1.4675060142452372,0,-0.6179013701339989,2,0,0,1,1,0,0,1,0,0,1,0,0
1,0.5532302205040753,0,0,0,0,1,-1.4907743246039378,0,-0.6175465696976172,2,0,0,1,0,0,0,1,0,0,1,0,0
0,-0.13941712119319946,0,0,0,1,0,-1.0320562061038352,0,-0.5357739391225509,2,1,1,0,0,1,0,0,1,0,0,0,0
1,-0.09867315991688919,0,0,0,0,0,0.5734572086465244,0,-0.3581382364485348,2,2,0,0,1,0,1,0,1,0,0,0,0
0,-1.2802480369298874,0,0,1,0,0,0.32913994988016554,0,3.6927465316851498,0,1,0,0,0,0,1,0,1,0,0,0,1
1,1.368109446030281,1,1,1,1,1,0.6382760732171912,0,-0.5207472139242293,3,5,1,1,0,1,0,0,0,0,1,0,0
0,1.3273654847539706,1,1,0,1,1,1.5374300663641316,0,-0.47068848695042664,3,5,1,0,1,0,1,0,1,0,0,1,0
0,1.6125732136881425,1,0,0,1,1,1.2000395661629695,0,-0.5057521113757195,3,4,1,1,1,0,1,0,0,0,1,0,0
0,-0.8320644628904743,1,1,0,0,1,0.47041183420084937,1,0.04181183203995977,0,1,0,0,0,0,1,0,1,0,0,0,1
1,1.5718292524118322,1,1,1,0,1,0.06820246942901982,0,-0.5587144976157374,3,3,0,1,1,1,0,0,0,1,0,1,0
0,-1.1172721918246462,0,0,0,0,0,-1.4542098368974081,1,-0.257569003615074,0,0,0,0,0,0,0,1,1,0,0,0,0
0,0.797693988161937,0,0,0,0,0,-1.4558718590658866,0,-0.6208432012994315,3,0,0,1,1,0,0,1,0,0,1,0,0
0,-0.3023929662984406,0,0,0,1,1,1.1202625020759949,1,-0.22486982211513656,2,4,1,0,0,0,1,0,1,0,0,0,1
0,-1.2802480369298874,0,0,0,0,0,-1.4824642137615447,0,0.5118719194143465,0,0,0,0,0,0,0,1,1,0,0,0,0
1,-1.2802480369298874,0,0,0,0,0,-1.5073945462887242,0,0.46809841557575743,0,0,0,0,0,0,0,1,1,0,0,0,1
0,0.22727853029359305,1,0,1,1,0,1.0039209502824906,0,-0.3827537419432098,2,3,1,1,1,0,1,0,0,1,0,0,0
0,1.368109446030281,0,0,0,1,0,-0.6398189743428778,0,-0.5877359193010949,3,3,1,1,1,1,0,0,0,1,0,0,0
0,1.4495973685829016,1,0,1,1,1,1.5025276008260804,1,-0.481004192773785,3,5,1,1,1,0,1,0,0,0,1,0,0
0,-1.1172721918246462,0,0,0,0,0,-1.346178395946297,0,-0.19434060918155652,0,0,0,0,0,1,0,0,1,0,0,0,0
1,1.6125732136881425,1,1,0,1,1,1.3080710071140806,0,-0.5005552570387182,3,4,1,1,0,0,1,0,0,1,0,0,1
0,-0.01718523736426863,0,1,0,0,0,-1.1517218022342968,0,-0.5604462776497556,2,1,0,1,0,1,0,0,0,1,0,0,0
0,0.4309983366751445,1,0,0,1,0,0.9823146620922681,0,-0.41678959687038625,2,2,1,1,0,0,1,0,0,1,0,0,0
1,1.6125732136881425,0,0,0,0,0,-1.509056568457203,0,-0.6360732278266787,3,0,0,1,1,0,0,1,0,0,1,1,0
0,0.9199258719908678,1,1,0,1,1,1.0620917261792426,1,-0.46542366509624716,3,3,1,0,0,0,1,0,1,0,0,0,1
0,0.797693988161937,0,1,1,0,0,-0.2276374765601766,0,-0.5394630268674383,3,3,0,1,1,1,0,0,0,1,0,1,0
0,0.4309983366751445,0,0,0,1,1,0.8925654649944222,0,-0.4239525338621553,2,3,1,0,0,0,1,0,1,0,0,0,1
0,0.18653456901728277,1,0,0,0,1,0.3889727479453962,1,-0.43209985108378746,2,0,0,0,0,0,1,0,1,0,0,0,1
1,1.2866215234776603,0,0,1,1,1,-0.33899296184824507,0,-0.5690418020398786,3,4,1,1,0,1,0,0,0,0,1,0,1
1,-1.1987601143772668,0,1,0,1,0,0.8327326669291911,0,1.9549384292931649,0,3,1,0,0,0,1,0,1,0,0,0,1
0,0.1457906077409725,0,1,0,0,0,-1.1218054032016815,0,-0.5691364474535837,2,1,0,1,1,1,0,0,0,0,1,0,0
1,-0.9135523854430948,1,1,0,1,1,1.178433277972747,1,0.3967343396207244,0,3,1,0,0,0,1,0,1,0,0,0,1
0,0.3495104141225239,0,0,0,0,0,-1.4675060142452372,0,-0.6097025233832791,2,0,0,1,0,0,0,1,0,0,1,0,0
1,-0.22090504374582004,1,0,1,0,1,0.6781646052606785,0,-0.31190373377662417,2,2,0,0,1,0,1,0,1,0,0,1,0
1,0.9606698332671781,1,0,0,1,1,1.1634750784564392,0,-0.46271570523054334,3,3,1,1,1,0,1,0,0,1,0,1,0
0,-1.076528230548336,0,0,0,0,0,-1.4658439920767583,0,-0.32190910608258744,0,0,0,0,0,0,0,1,1,0,0,0,0
0,-1.1987601143772668,1,0,0,0,1,0.3191678168692938,1,1.504071339755698,0,0,0,0,0,0,1,0,1,0,0,0,1
1,-1.0357842692720256,0,1,0,0,0,-0.46863069098957844,0,0.07267776423383662,0,1,0,0,0,1,0,0,1,0,0,0,0
1,-1.1580161531009565,0,0,0,0,0,-1.4608579255713225,0,-0.18033308795320802,0,0,0,0,0,0,0,1,1,0,0,0,0
0,0.02355872391204165,0,1,1,1,1,0.802816267896576,0,-0.3617098885643969,2,3,1,1,0,0,1,0,0,0,1,0,1
0,-0.22090504374582004,1,0,0,0,1,0.44049543516823375,1,-0.34171140543813955,2,1,0,0,0,0,1,0,1,0,0,0,1
0,1.6125732136881425,1,0,0,0,1,-1.3711087284734764,0,-0.6294372445963538,3,0,0,1,1,0,0,1,0,0,1,0,0
0,-1.2802480369298874,0,0,0,0,0,-1.4974224132778524,0,0.4856078171111931,0,0,0,0,0,0,0,1,1,0,0,0,0
0,1.5718292524118322,0,1,0,1,1,-0.2774981416145356,0,-0.5755754027980087,3,4,1,1,0,1,0,0,0,1,0,0,1
0,-0.791320501614164,1,0,0,0,1,0.703094937787858,0,0.049540340776296654,1,1,1,0,0,0,1,0,1,0,0,0,1
1,-0.3023929662984406,0,1,0,1,1,-0.20603118836995443,1,-0.4040044685930547,2,5,1,0,1,1,0,0,1,0,0,1,0
0,1.4088534073065913,0,0,1,0,0,-0.47361675749501453,0,-0.5803199165582915,3,1,0,1,1,1,0,0,0,0,1,0,0
0,-1.2802480369298874,0,0,0,0,1,-0.9755474523755615,1,1.4019331641323236,0,1,1,0,0,1,0,0,1,0,0,0,1
0,-1.2395040756535771,0,0,0,0,0,-0.6797075063863649,1,1.0585543451318362,0,0,0,0,0,1,0,0,1,0,0,0,1
0,0.4309983366751445,1,0,0,0,1,-1.2996417752288951,0,-0.5989139022351824,2,0,0,1,1,0,0,1,0,0,1,1,0
0,-0.38388088885106114,0,1,0,0,1,0.3391120828910372,0,-0.30231525198340947,1,1,0,0,1,0,1,0,1,0,0,0,0
1,1.2866215234776603,0,0,0,0,0,-1.4824642137615447,0,-0.6308185623290052,3,0,0,1,0,0,0,1,0,0,1,0,0
1,1.0014137945434884,0,0,0,0,1,-1.5024084797832884,0,-0.6276479828113596,3,0,0,1,0,0,0,1,0,0,1,0,0
0,-1.2802480369298874,0,0,0,0,1,0.18786806555948168,1,3.4446966765998117,0,0,0,0,0,0,1,0,1,0,0,0,0
1,1.6125732136881425,1,1,1,1,1,0.7728998688639604,0,-0.5262996739081713,3,6,1,1,1,1,0,0,0,0,1,1,0
0,-0.9950403079957154,1,1,1,0,0,0.21113637591818266,1,0.25571585991445517,0,3,1,0,0,1,0,0,1,0,0,0,1
0,1.1643896396487294,1,0,0,1,1,1.205025632668405,0,-0.4768444479333967,3,3,1,1,1,0,1,0,0,0,1,0,0
0,1.2866215234776603,1,1,0,0,1,0.6482482062280629,0,-0.5157054712088593,3,2,0,1,1,0,1,0,0,1,0,1,0
0,1.5718292524118322,1,0,0,0,0,-1.3578125511256471,0,-0.6282657314926067,3,0,0,1,1,0,0,1,0,0,1,0,0
1,1.3273654847539706,1,1,1,1,1,1.1385447459292597,0,-0.49191200396307583,3,4,1,1,1,0,1,0,0,0,1,1,0
0,-1.1987601143772668,0,0,0,0,0,-1.5024084797832884,0,-0.09512066714742133,0,0,0,1,0,0,0,1,0,1,0,0,0
0,-1.2802480369298874,0,0,0,0,1,-0.6364949300059205,1,1.997252816337134,0,0,0,0,0,1,0,0,1,0,0,0,1
1,-0.09867315991688919,0,0,0,1,0,-0.009912572489475751,0,-0.424222106759695,2,3,1,1,1,1,0,0,0,1,0,1,0
1,-0.7098325790615434,0,0,1,0,1,0.15628964435838757,0,-0.1600513645079951,1,4,1,0,0,1,0,0,1,0,0,0,0
1,-0.9950403079957154,0,0,1,1,1,0.12471122315729345,0,0.22199404954991245,0,3,1,0,0,1,0,0,1,0,0,0,1
0,-1.0357842692720256,1,0,0,1,0,1.0039209502824906,1,0.7190665042503346,0,2,1,0,0,0,1,0,1,0,0,0,0
1,1.5310852911355222,1,1,0,1,1,1.4410327805923713,0,-0.48928771110241553,3,5,1,1,1,0,1,0,0,1,0,1,0
1,1.2051336009250397,0,1,1,1,0,0.7080810042932936,0,-0.5075643477599048,3,6,1,1,0,1,0,0,0,0,1,0,1
1,-1.076528230548336,0,0,0,0,0,-1.499084435446331,0,-0.3385847265925261,0,0,0,0,0,0,0,1,1,0,0,0,0
1,-0.7505765403378537,0,0,0,0,1,0.5352306987715161,0,-0.03753419098643311,1,1,1,0,1,0,1,0,1,0,0,0,0
0,-0.42462485012737144,1,0,0,1,1,0.6432621397226272,0,-0.2400173088392146,1,1,1,0,1,0,1,0,1,0,0,0,0
1,-0.42462485012737144,0,0,0,0,0,-1.4841262359300234,0,-0.5648293952936724,1,0,0,1,0,0,0,1,0,1,0,0,0
1,-0.6690886177852331,0,1,0,1,0,-0.018222683331868918,0,-0.22592619626508742,1,3,1,1,0,1,0,0,0,0,1,0,0
0,-0.9135523854430948,1,0,0,0,0,-1.2996417752288951,0,-0.39437225702577544,0,0,0,1,1,0,0,1,0,0,1,0,0
1,-0.791320501614164,0,1,0,0,1,-0.2924563411308434,0,-0.20017707636003504,1,2,0,0,0,1,0,0,1,0,0,0,1
0,-0.506112772679992,1,1,0,0,0,0.5850913638258751,1,-0.20907074063200232,1,1,0,0,0,0,1,0,1,0,0,0,1
0,-1.2395040756535771,0,0,0,0,1,0.1629377330323022,0,2.0449172982947093,0,0,0,0,0,0,1,0,1,0,0,0,1
0,0.8384379494382472,1,0,1,0,1,0.30254759518450747,0,-0.5073481823088499,3,4,1,1,1,1,0,0,0,0,1,0,0
1,-0.8728084241667845,0,0,0,0,0,-1.4691680364137156,0,-0.4667090775105549,0,0,0,1,0,0,0,1,0,1,0,0,0
0,1.4903413298592119,0,0,0,0,0,-1.4924363467724167,0,-0.6339099658235401,3,0,0,1,0,0,0,1,0,0,1,0,0
0,-1.1580161531009565,0,0,0,0,1,0.2028262650757895,1,0.9881276411781953,0,0,0,0,1,0,1,0,1,0,0,0,0
0,1.6125732136881425,1,1,1,1,1,0.8061403122335331,0,-0.5247006418044787,3,6,1,1,1,1,0,0,0,0,1,0,0
0,1.0421577558197987,0,0,0,0,1,-0.648129085185271,1,-0.5774700563382916,3,3,1,0,0,1,0,0,1,0,0,0,1
1,-0.6690886177852331,0,0,0,0,0,-1.4758161250876303,0,-0.5270192383548331,1,0,0,0,0,0,0,1,1,0,0,0,1
0,0.4309983366751445,0,1,1,0,1,0.6465861840595843,0,-0.44358428709885583,2,3,0,1,1,0,1,0,0,1,0,0,0
0,-1.2395040756535771,1,0,1,1,1,1.3163811179564737,1,3.3950867055827447,0,4,1,0,0,0,1,0,1,0,0,0,1
0,-0.7505765403378537,0,0,1,1,0,0.5701331643095673,0,-0.029363136936563127,1,5,1,1,0,1,0,0,0,0,1,0,0
0,0.8384379494382472,0,0,0,1,1,0.9989348837770544,1,-0.46206152031287756,3,3,1,1,1,0,1,0,0,1,0,0,0
0,-0.01718523736426863,0,0,0,0,0,-1.4708300585821945,0,-0.5944039048699944,2,0,0,1,1,0,0,1,0,1,0,0,0
0,0.06430268518835193,1,0,0,0,0,-1.3328822185984677,0,-0.584716885319221,2,0,0,0,0,0,0,1,1,0,0,0,1
0,-0.7098325790615434,1,0,0,0,1,0.32082983903777235,1,-0.12393822384115913,1,0,0,0,0,0,1,0,1,0,0,0,0
0,-1.0357842692720256,0,1,0,0,0,0.38731072577691766,1,0.4484003388483925,0,1,0,0,1,0,1,0,1,0,0,0,0
1,-0.7098325790615434,1,0,0,1,1,1.3479595391575674,0,0.10149532092757431,1,4,1,0,1,0,1,0,1,0,0,0,0
0,1.1643896396487294,0,0,0,0,1,-1.4708300585821945,0,-0.628404321439049,3,0,0,1,1,0,0,1,0,1,0,1,0
0,-1.2802480369298874,0,0,0,0,0,-1.1583698909082112,1,1.0809274693160038,0,1,0,0,1,1,0,0,1,0,0,0,0
0,-1.2802480369298874,0,0,0,0,0,-0.648129085185271,0,1.9768251812124595,0,0,0,0,0,1,0,0,1,0,0,0,0
0,-0.9950403079957154,1,0,0,0,0,0.6548962949019775,1,0.4288643862093185,0,1,1,0,1,0,1,0,1,0,0,0,0
1,0.02355872391204165,0,1,0,1,0,0.33080197204864403,0,-0.4104615555846294,2,4,1,1,1,1,0,0,0,1,0,1,0
0,-0.791320501614164,0,0,0,0,1,0.48038396721172105,1,-0.006322987931997926,1,2,0,0,0,0,1,0,1,0,0,0,1
0,-1.2802480369298874,0,0,0,0,1,-1.3295581742615106,1,0.7803494096243593,0,0,0,0,0,1,0,0,1,0,0,0,1
0,-0.506112772679992,0,0,0,0,1,-0.4320662032830487,0,-0.3791620698333769,1,1,0,0,0,1,0,0,1,0,0,0,0
0,-1.1987601143772668,0,0,1,0,0,-1.1434116913919037,0,0.2200485604904196,0,1,0,0,0,1,0,0,1,0,0,0,1
0,-0.791320501614164,0,0,0,0,0,-1.5007464576148097,0,-0.5032564791281705,1,0,0,1,0,0,0,1,0,1,0,0,1
0,0.3087664528462136,1,0,0,0,0,-0.27251207510909975,0,-0.5059510153691057,2,1,0,0,1,1,0,0,1,0,0,1,0
1,0.4309983366751445,1,1,1,0,1,0.23606670844536215,0,-0.47634809148713303,2,3,1,1,1,1,0,0,0,1,0,1,0
0,-1.076528230548336,0,0,0,0,1,0.8709591768041999,1,0.8503870157661017,0,3,1,0,0,0,1,0,1,0,0,0,1
1,1.4903413298592119,0,0,0,0,0,-1.4974224132778524,0,-0.6341601001311891,3,0,0,1,1,0,0,1,0,0,1,0,0
1,1.6125732136881425,1,1,0,1,0,1.4925554678152089,0,-0.49168062886322333,3,5,1,1,1,0,1,0,0,0,1,1,0
1,1.082901717096109,0,0,0,0,0,-1.5123806127941604,0,-0.6295465117901061,3,0,0,1,1,0,0,1,0,0,1,1,0
0,-0.506112772679992,0,1,1,1,1,1.055443637505328,0,-0.1304173972267916,1,4,1,0,0,0,1,0,1,0,0,0,1
1,-0.3431369275747509,1,0,0,0,1,-1.3528264846202114,0,-0.5545673634372518,1,0,0,1,1,0,0,1,0,0,1,0,0
0,1.082901717096109,1,0,1,1,1,1.5474021993750033,0,-0.4504642438637897,3,5,1,0,0,0,1,0,1,0,0,0,1
